"churn","p_o_1","u_1_1","u_1_2","u_1_3","u_1_4","u_1_5","u_1_6","u_1_7","u_1_8","u_1_9","u_1_10","u_1_11","u_1_12","u_1_13","u_1_14","u_1_15","u_1_16","u_1_17","u_1_18","u_1_19","u_1_20","p_1"
0,0.0488587008488665,0.134782261578795,0.11904859924604,0.119835736583166,0.116036758146236,0.124846695034515,0.124559098045277,0.109309719565187,0.10699470371818,0.12785967584325,0.113121668550662,0.0834787664829393,0.128527381572735,0.130551491590218,0.109204037110465,0.104513431022847,0.106925322388207,0.108802803668496,0.113573355571633,0.141716347493042,0.133645451462711,0.11786666523373
0,0.095104949297039,0.233669807980338,0.235174353199388,0.253786048499438,0.230948859008736,0.230205323378585,0.254377784482253,0.222985385426425,0.200545162887144,0.22647560270019,0.224718195980887,0.25199965717368,0.211397335918415,0.215583508291266,0.265277942259915,0.22016094456793,0.184487863660487,0.265461919479782,0.24519519216503,0.238418433779588,0.203292806178031,0.230708106350875
1,0.408383528147178,0.667688215209797,0.659302944425249,0.698742104848877,0.679278191157493,0.612235184819847,0.712560031828285,0.665227798704837,0.646123243647395,0.634911738033715,0.627000892024174,0.677041421085051,0.645749766051272,0.628328541990166,0.679750336340281,0.676856161349095,0.665429889850591,0.685241591937636,0.723870140104533,0.716827091741313,0.708005360988969,0.670508532306929
0,0.00584989968265039,0.0191752092309286,0.0145461790015228,0.0164179165427428,0.0146491656859508,0.0182234514652846,0.0151648077990677,0.0136812984446239,0.0139659853807204,0.0238276007590938,0.0190433215106087,0.0143209037544894,0.0199963330784491,0.0175251190520352,0.0130328534065152,0.0151731919938511,0.0163015106999296,0.0195482317598674,0.0143378681618018,0.019938380091231,0.0153500112916742,0.0167109669555194
0,0.15273212342742,0.332783459298868,0.328032303831577,0.344499974379993,0.322713229833116,0.347292873060125,0.30964186125324,0.323009137034393,0.336531267531588,0.308678301254359,0.303293121103792,0.322286244612836,0.332473779990754,0.306671261740225,0.370165693153936,0.341215738705238,0.307427197134502,0.324748243855627,0.355750671253231,0.324641422468366,0.326108013250213,0.328398189737299
1,0.0529102099456941,0.144003527101856,0.14673131039539,0.112147538066001,0.173022345089663,0.149613366079919,0.14267503397585,0.18157937851764,0.171224032813067,0.141709965272286,0.164119688913318,0.147735915329626,0.194192328558355,0.114818392836545,0.133392457962311,0.189724220484813,0.202049000478108,0.127263576245537,0.172531973801707,0.138246126475987,0.234170492309125,0.159047533535355
1,0.749177901588193,0.857539811766698,0.896642330333458,0.906125181204405,0.874566731305171,0.878908420084566,0.855353476719634,0.874201475478886,0.89274424286672,0.883423054027065,0.893236647029761,0.864104175280325,0.879881746588754,0.913223852618107,0.862113568702478,0.847750668894015,0.877276962373616,0.874071136790502,0.848642329515169,0.833129881048565,0.883840646298452,0.874838816946317
0,0.314742799644809,0.592111253116325,0.561172315914547,0.58086410533339,0.538136760474006,0.548027715218049,0.545916490884274,0.527100298036023,0.542178108474927,0.583851054625749,0.574858897143933,0.573461723538011,0.527291225750113,0.538664935988804,0.556870713069962,0.515203180263053,0.530274271499569,0.569836958001409,0.557474793936255,0.575087410178621,0.518682738595692,0.552853247502136
1,0.441573027749407,0.661307305867741,0.634329703955615,0.667794697640441,0.653122989131579,0.687271523844086,0.661399085326406,0.68903030385315,0.697736528574675,0.67028571878867,0.656060344311612,0.706832610455086,0.674657411485279,0.656231677665825,0.695674520713727,0.685002525207236,0.663180729913772,0.686961829850779,0.68200094618016,0.701479626946807,0.675254825882202,0.675280745279742
0,0.0490361249861504,0.124189861140514,0.148852603053727,0.114548540848777,0.132186871440729,0.121798364592024,0.121433372123077,0.131697980154366,0.150191548306164,0.12176809772007,0.129418146736546,0.140252537211863,0.128206821297802,0.122384643475897,0.136557176825912,0.137061873920776,0.11935165592278,0.132280748203097,0.130999090532824,0.105620184527535,0.114381422839113,0.12815907704368
