"churn","p_o_1","u_1_1","u_1_2","u_1_3","u_1_4","u_1_5","u_1_6","u_1_7","u_1_8","u_1_9","u_1_10","u_1_11","u_1_12","u_1_13","u_1_14","u_1_15","u_1_16","u_1_17","u_1_18","u_1_19","u_1_20","p_1"
0,0.609239093677175,0.850622472685392,0.902751735614914,0.880862857692922,0.857431687000393,0.889168146718067,0.831052482660014,0.86893311988879,0.881048930316688,0.836550587249973,0.834501079626518,0.850010207998241,0.835796324633299,0.790046175575045,0.87922975339253,0.889884560489044,0.806304317445581,0.892808755215183,0.878987255846076,0.815230702083048,0.816653736549205,0.854393744434046
0,0.0466870551335492,0.210643209786285,0.162104730687186,0.192955026044931,0.154896006772016,0.220859190232201,0.235005188998702,0.160760447612206,0.195129832770718,0.140474082453886,0.185230526410469,0.201606898213569,0.204412850698295,0.225867142283993,0.145373039917495,0.164037186826862,0.1714141807813,0.188053218613969,0.204631094485692,0.20192615128209,0.145865031909257,0.185562251839056
1,0.301082030675836,0.606930440374426,0.67504037590362,0.657947685501557,0.665294570336061,0.671942478218695,0.60958588982211,0.660483481440779,0.659717919674841,0.594950481174088,0.635064230273594,0.655060996896276,0.656714053265283,0.602779574768908,0.646589317675398,0.520030983539079,0.584736511658844,0.654808864309773,0.682798733678077,0.522079148263005,0.612562780581633,0.628755925867802
1,0.793102801106051,0.950196789125902,0.934877624364676,0.905515746303142,0.932023630127278,0.927465628387205,0.927894702751893,0.936319592578622,0.934673477348408,0.932723522209958,0.951960021400073,0.953874194331358,0.933596071046411,0.919210390916438,0.930478971470018,0.931532422506303,0.937348542420548,0.934656623054629,0.922823026634627,0.940139591202508,0.932016338861029,0.933466345352051
1,0.620659790466606,0.869744573021364,0.836278956725634,0.848012778234502,0.887108218384876,0.884374674578915,0.876800176495529,0.83857495083107,0.882392896083937,0.883623032944426,0.887202044036762,0.903223946442965,0.852191961704217,0.849518548774821,0.904730561970938,0.87252231988178,0.845599386061881,0.877425850933723,0.853047352224336,0.894287029277896,0.877424687917499,0.871204197326354
0,0.00959481490681618,0.0508641873092597,0.0506515788636353,0.0571909985418427,0.0467396436247915,0.0481890194599532,0.0538779282959634,0.0551456994381799,0.0522467173449972,0.0409243998674227,0.04138002221946,0.0455579485056174,0.0705132902266404,0.0520753484573154,0.0291593984803138,0.0404021328022162,0.0586627269979353,0.0507408653041928,0.0606716714004625,0.0450880057246837,0.0399557263506819,0.0495018654607783
0,0.237471675788419,0.493756429441846,0.559974291727167,0.5487515155059,0.511205048234819,0.564602045453423,0.639263263444889,0.516425096663742,0.576644539822757,0.513349241001757,0.513418145654544,0.630394442737878,0.620300985284775,0.544383276025143,0.579470973903963,0.508802867330684,0.47609048425945,0.571346162680344,0.598643719044136,0.570586469845248,0.555080834034854,0.554624491604866
0,0.0264421810064159,0.103190656661307,0.0964937147800164,0.0981871402006537,0.07948592958529,0.0912617280413142,0.101873448009505,0.0963157949379767,0.0775227871854682,0.0841595876025927,0.104266909582407,0.0636771380394518,0.0751540069491476,0.117853082393671,0.0853944879309953,0.0937567418462833,0.112087916508138,0.0815681133023218,0.088393049819915,0.0780858230997086,0.104445959338508,0.0916587007907335
0,0.186168299307949,0.596442860946942,0.417372358575014,0.504391764652279,0.473995283167911,0.49985852020813,0.573735611839348,0.424977138865942,0.471458086976117,0.503481885702118,0.500794901834223,0.439300406538082,0.471322498536559,0.566582107594205,0.445034056410916,0.558001864945657,0.549783920583848,0.455416287235903,0.538975103578053,0.532408059131499,0.527983361890543,0.502565803960665
1,0.401166223950444,0.769853961983127,0.701617275374138,0.714551964612776,0.796592363077714,0.714283772148658,0.741649327372011,0.786134082627272,0.737211161543707,0.759285833905917,0.74271928639543,0.728448417502002,0.780018265333344,0.739288995792516,0.709404167692282,0.710455955878979,0.762599990012159,0.681324192436824,0.744408832377934,0.700214771513612,0.774778909262427,0.739742076342141
0,0.0357584030617,0.176617550967821,0.114458078956688,0.170314169657717,0.136500319286324,0.111743047112164,0.135352135847247,0.100722798367757,0.124839198014176,0.138240114475099,0.130130552449656,0.0874650038014179,0.098434810594882,0.123330670121465,0.135971543466522,0.118537976960945,0.187122403416514,0.13000502877772,0.152628088830144,0.109526611143951,0.125215705264012,0.130357790375611
