"churn","p_o_1","u_1_1","u_1_2","u_1_3","u_1_4","u_1_5","u_1_6","u_1_7","u_1_8","u_1_9","u_1_10","u_1_11","u_1_12","u_1_13","u_1_14","u_1_15","u_1_16","u_1_17","u_1_18","u_1_19","u_1_20","p_1"
0,0.609239093677175,0.82159739280843,0.861964861341367,0.802893200474754,0.737812978455365,0.822000524494242,0.852094263404607,0.816120755403922,0.833716785499757,0.821394444907035,0.784469800003017,0.779156053496281,0.763477836330625,0.82915309743682,0.785638952359484,0.805647159895909,0.807705666634181,0.821791286766243,0.788964948783558,0.833054176094236,0.804475262328359,0.80865647234591
0,0.0466870551335492,0.122235225976235,0.109425210951333,0.107738453272279,0.123237250379876,0.121494705252844,0.113033472297238,0.111575411180621,0.110659646511253,0.111368574200656,0.116441886010862,0.142425356647493,0.138512137817165,0.15431376940764,0.147729574672399,0.142499366909335,0.120094042394423,0.132374219933358,0.138684476666865,0.130097107991499,0.113707109067084,0.125382349877023
1,0.301082030675836,0.558098779453943,0.562396705648624,0.487518482700484,0.545126003897433,0.522808767126262,0.522566013180892,0.517596894535948,0.64552568862243,0.533523906618205,0.493861141566567,0.568286428190534,0.526630609330537,0.591019472200992,0.561002531636394,0.56724739101083,0.528633540316535,0.571861709480712,0.587335219567813,0.527840144351018,0.515153245234178,0.546701633733517
1,0.793102801106051,0.894360485515705,0.921623119429136,0.916193926782791,0.894664032359627,0.920082155221059,0.922452989269588,0.910656886431279,0.899087757742414,0.902291007181728,0.915697148524789,0.909129941591235,0.889515183428107,0.892909858376331,0.887522171437465,0.904762844582457,0.878312882293483,0.925028509398028,0.905167594005189,0.896072385527906,0.905504252578453,0.904551756583838
1,0.620659790466606,0.789913362460161,0.818460808584567,0.834008967653321,0.791607619473994,0.826940446993222,0.828271835457697,0.851333981525118,0.782632262390609,0.82605032495453,0.837121896923893,0.778376980209193,0.790097669177585,0.783524503794557,0.785545860489883,0.790125909310567,0.79265925819451,0.845170801187006,0.757822504069888,0.828924909550206,0.80657988956068,0.807258489598059
0,0.00959481490681618,0.0312657174208545,0.0299943650373827,0.0241277598809464,0.0345955510941639,0.0303322893508092,0.0272121386675768,0.0237584620247892,0.0331113154622597,0.0246500445726577,0.0288239442846242,0.0380293843565756,0.0365957026723674,0.0319640594991359,0.038731755336192,0.0379030991635427,0.0278447569677351,0.0227450761431111,0.0371324031548322,0.0262615889306677,0.0328558440811786,0.0308967629050701
0,0.237471675788419,0.449363567949365,0.422452646284596,0.393771666510173,0.465781706568055,0.465871739290086,0.431873976533091,0.413022815223671,0.498693873592006,0.449360719352153,0.412169171604864,0.470435883724084,0.456400470900898,0.544204380071744,0.488775236982919,0.437763457786144,0.462844879795986,0.473851829229666,0.493035611247658,0.443791703736633,0.408132965855086,0.454079915111944
0,0.0264421810064159,0.0689204877663447,0.0655478970018064,0.0650310295488256,0.0782077439244614,0.052672785887371,0.0606611793212616,0.0540873846229075,0.0760073475566163,0.0723370589569516,0.0564776210344049,0.0726195068593426,0.0727377354362341,0.072585120598739,0.0669527484693213,0.0713469302366966,0.0854674297184366,0.0517989533444108,0.0736181131230943,0.071537136810346,0.0714501655941636,0.0680032187905868
0,0.186168299307949,0.375511563377573,0.373245858069524,0.408142269559531,0.364955651065326,0.367476926671738,0.462629509990223,0.401307513176345,0.33972961998334,0.40949264642131,0.38759625112784,0.408898680555397,0.405786662626714,0.361712852034213,0.41836006129787,0.393712138762824,0.384263868021899,0.42258979203913,0.390451788825888,0.385220944808633,0.374672472124412,0.391787853526986
1,0.401166223950444,0.622798963124053,0.65568753781526,0.659907004364868,0.624802963613674,0.644951257940396,0.700227751053954,0.710285516925588,0.680266144271255,0.694617639842116,0.654608132364752,0.641521931541871,0.658074942706656,0.5853336162279,0.651549145171383,0.674016623656987,0.614650833970368,0.68784828552593,0.703110481219641,0.615920111386139,0.654808198640662,0.656749354068173
0,0.0357584030617,0.0912087247186812,0.102618383212772,0.0723802584432835,0.0801197523327675,0.0786550712089029,0.082702972134695,0.0872656757735027,0.114582095224379,0.0884997880695485,0.0701339348741366,0.0860115693333582,0.0980964379208926,0.0822835802491424,0.103742215544466,0.0964625665270539,0.111897051402904,0.0844282593858313,0.102024510863736,0.0882708307764027,0.102161082072853,0.0911772380034654
0,0.0108295946706844,0.0274218101963694,0.0329588250741092,0.04042133692246,0.043303428983063,0.0339895529766276,0.0322711383109256,0.0332253693688547,0.0239764308009484,0.0331858147611379,0.0392612741760462,0.0318300607022307,0.0424273334453513,0.0279133544613983,0.030228210080327,0.0365484697606837,0.0267231602895281,0.0222417982163626,0.0288142887397501,0.0327503297669265,0.040706604419425,0.0330099295726263
0,0.509093833020891,0.716108198645741,0.784939298039648,0.751406887780348,0.739646539478672,0.770562318091154,0.77653751081093,0.791252939606617,0.705753246888531,0.74504152370146,0.786002260518492,0.758900910662182,0.748444349592186,0.706044722117479,0.725430965731613,0.786304946555435,0.703942429279606,0.750900149233279,0.718765506066054,0.714598247574381,0.755272931369329,0.746792794087157
1,0.709626228331285,0.868248675042839,0.878532381093646,0.891251368897393,0.826904914972855,0.845876985126633,0.871247460388159,0.890696542874123,0.87793083777809,0.915887696405381,0.884032343885733,0.860791991657134,0.862556268270006,0.887956650531459,0.857117279727471,0.845241120813781,0.883429062606788,0.915028740127421,0.88936869437836,0.865078163477113,0.857195444307158,0.873718631118077
0,0.064040991100278,0.161007373705992,0.166807419043122,0.174222494315541,0.164522436412777,0.131750066240424,0.171652545225755,0.146373738854095,0.149309882907957,0.162433823742938,0.151280670060274,0.163109306498364,0.164091064462159,0.172360752207352,0.166789916941114,0.161520960108583,0.162991019848638,0.137691986168979,0.126190316006152,0.177125459664303,0.163310305720062,0.158727076906729
1,0.202571099062502,0.372563701500375,0.390413110254955,0.408123768504923,0.390358582334505,0.378290686177478,0.406135724572359,0.42917154445507,0.422770338982032,0.421162835359859,0.378550790575288,0.39788684404898,0.428844916165354,0.427347457200465,0.41043842564735,0.388194235786711,0.431675086671194,0.38181953309969,0.389596617217764,0.419600072762741,0.402325308633097,0.40376347899751
1,0.445883671103876,0.662936315111845,0.690847783735895,0.651629011375662,0.707497704181332,0.763990900056093,0.747956985669339,0.638488325281025,0.71469427049639,0.695922464548893,0.689448774866218,0.6812699129724,0.663756276751581,0.672846885359322,0.682189099698739,0.655958511903892,0.642641820764005,0.662707454069836,0.729923596880321,0.612541339741199,0.677545148984995,0.682239629122449
0,0.736867273938884,0.889916843750573,0.892251227911618,0.897793176960943,0.88218467263706,0.875851806712388,0.87353119061211,0.879149932170221,0.855217794299419,0.864691336819643,0.916175002600816,0.909057380275079,0.877576700150041,0.895328060560114,0.86376034560562,0.833008021709275,0.861759447519243,0.92456509037674,0.892229836383751,0.8504836836142,0.851702523658245,0.879311703716355
0,0.18448330519752,0.347164910101802,0.354271783131385,0.383701975898543,0.374745519477235,0.335274340572642,0.371540220332191,0.402872212731781,0.399117103175964,0.386005645831013,0.351051863582227,0.37792001866535,0.405328213698089,0.397497690548286,0.374033700141482,0.349349643170084,0.412865232170979,0.357567638517597,0.383889032222491,0.383742539902961,0.365497898320407,0.375671859109626
0,0.454034014727856,0.752417660510788,0.692252216203151,0.683725763737499,0.727090512108141,0.696115216850744,0.671153047472425,0.682516969110154,0.709413616930698,0.705274806120284,0.698627840413681,0.743039633942905,0.71276124861906,0.755241595531727,0.714767919739336,0.669961582953929,0.728941551164304,0.697086830162425,0.736873112941952,0.666576282586756,0.630206130538499,0.703702176881923
0,0.0252491935665062,0.0754935573805068,0.0774629588680034,0.0493993226914633,0.0588981951914334,0.069899130228301,0.0543182863158463,0.0504220045269155,0.0799876849734648,0.0479355202195876,0.0490366675707073,0.0648130076872816,0.0666432773661914,0.0684658444094813,0.0762798361735563,0.0709704258471668,0.0775915024688289,0.052755718692924,0.0647280009078069,0.078424872337406,0.0769912008162226,0.0655258507336548
1,0.644927731916428,0.840959125043571,0.819210479948902,0.820041943078473,0.838558350693928,0.833636974794124,0.820868265824099,0.819885906270901,0.816979022919442,0.833021195855695,0.818843005358406,0.848897570103965,0.825724096019192,0.839339840076962,0.834431223157147,0.855866191460835,0.827863113332232,0.828862586653888,0.807703502909055,0.853275623088308,0.821445344192601,0.830270668039086
1,0.539353736268053,0.726534212060093,0.795668266858028,0.775452924710995,0.696864414548345,0.79451892301326,0.808581617483942,0.791102628782903,0.754046660341506,0.738715900322856,0.801477103348246,0.767654959439031,0.731565431873556,0.729292718913792,0.750304821032827,0.768473746203426,0.70653426115305,0.810366601517487,0.753491750554055,0.744449664851748,0.771290112793006,0.760819335990108
0,0.128571234099076,0.381226083694273,0.378748094795023,0.249580344111706,0.295151135051479,0.320986731119468,0.357654403979458,0.228870605777359,0.31848092697365,0.270763333717027,0.274220877525726,0.34819697112134,0.261975691156413,0.322205181258911,0.358603315440747,0.373759340255147,0.281229220188464,0.217521478333795,0.246247348466674,0.289990570055268,0.300014702850115,0.303771317793602
0,0.0143379516859171,0.0407269342299529,0.0451960323204096,0.0290906316471965,0.0413878667526162,0.0477357650741229,0.0400008474249999,0.0253808430512143,0.0533270872832646,0.0312742461863133,0.0300783368761045,0.0357630139337943,0.0355645969069943,0.0429726328152739,0.0390552462095434,0.0389002221163333,0.0346051213282865,0.0315801185737989,0.0592820219673683,0.0323739191072273,0.039285016340719,0.0386790250072767
0,0.301453577742783,0.53761476240498,0.613333356038766,0.524885222893181,0.48191622267144,0.58675249435454,0.531617808684447,0.520630441482727,0.604749655510483,0.430749946684759,0.552819828596952,0.5040561087924,0.449229795922442,0.571557048157643,0.492697771009448,0.466976684674713,0.475738944230822,0.600239027633054,0.487624635718685,0.558703293670969,0.517593123411347,0.52547430862719
