"churn","p_o_1","u_1_1","u_1_2","u_1_3","u_1_4","u_1_5","u_1_6","u_1_7","u_1_8","u_1_9","u_1_10","u_1_11","u_1_12","u_1_13","u_1_14","u_1_15","u_1_16","u_1_17","u_1_18","u_1_19","u_1_20","p_1"
0,0.0488587008488665,0.16055352169476,0.181789198293816,0.147507764979685,0.172208669323775,0.154046775182553,0.152907330819807,0.166564157511582,0.165632277031837,0.163434910819595,0.136054115118032,0.130490912990692,0.140697332844406,0.178901950097828,0.160906704508745,0.155185768202293,0.136180556415787,0.171518834229826,0.135556357438362,0.168550511536125,0.138640353426199,0.155866400123285
0,0.095104949297039,0.366391828900563,0.294355084843255,0.269070908037441,0.266520036336878,0.322252917509568,0.284441865001701,0.270474580598136,0.266984459538747,0.346831110559719,0.320743148416044,0.308512423006436,0.277645482228699,0.267270764006661,0.318824173925922,0.27957075191866,0.295118751238686,0.267727030913938,0.312247220507772,0.312829200231794,0.30770430583773,0.297775802177918
1,0.408383528147178,0.748066062301014,0.771730310387925,0.773437587930941,0.7698577842335,0.7838793995364,0.726315453155515,0.715808869885021,0.768553769816818,0.767100057548435,0.739281500970732,0.829701278146257,0.773050985439943,0.743252373683126,0.724607618196493,0.733997745506637,0.76146610542239,0.785872048009673,0.774299520173247,0.706852055406785,0.757445170711429,0.757728784823114
0,0.00584989968265039,0.0339623685273657,0.0211681209822969,0.0168290350554694,0.0171807038364647,0.022211515048757,0.0243480478978907,0.0221688189194388,0.0219914762869455,0.0277409343235955,0.0204208445626465,0.0208394099690295,0.0287114814704381,0.0259125400097024,0.0271254889701174,0.0253442253251108,0.0222756257698012,0.0203169658716398,0.0224779784101422,0.0233307042334411,0.0294374706799761,0.0236896878075135
0,0.15273212342742,0.413897674191283,0.419910005866787,0.419295611273223,0.425658718243666,0.467924027896412,0.376879161179239,0.411512352946377,0.391595016647768,0.439625623992055,0.469071980278278,0.39694739600696,0.391489812223456,0.389003454798807,0.425121693785523,0.446143089462256,0.430059931220907,0.382638148412645,0.439757829421895,0.45707788961541,0.32540720416721,0.415950831081508
1,0.0529102099456941,0.169616148868495,0.230984821094048,0.345726830361318,0.223997734889943,0.173515418896253,0.205714576521732,0.285384913498692,0.224497858717701,0.181724404963348,0.240409660764927,0.284657135212193,0.203066629585786,0.200393544065837,0.190958137672572,0.258743462697127,0.269306696275097,0.215317467453751,0.241214540817456,0.179776886374139,0.219769499331911,0.227238818403116
1,0.749177901588193,0.911738438363918,0.92884345779799,0.875671381151619,0.929844083187402,0.932936921681566,0.92284037905607,0.91276215627833,0.926213832142393,0.933643046637828,0.918759829805649,0.936566060417568,0.910254179117272,0.908384370166472,0.905838999476049,0.927560754940002,0.91701892784181,0.904998611854721,0.882487225412515,0.92734922792531,0.879556129430331,0.914663400634241
0,0.314742799644809,0.619598641364898,0.725586839008493,0.62205068862706,0.638890991595697,0.643104570533403,0.64574477395497,0.656437172599085,0.700122439509478,0.633767465412647,0.6508014908897,0.688414611325543,0.667729040262373,0.712735179145039,0.639092675972173,0.557925853431253,0.621051827471194,0.6814596623011,0.60841732352931,0.651779380146312,0.669691722633598,0.651720117485666
1,0.441573027749407,0.774031270086664,0.799286965991117,0.71958502026463,0.738539107635054,0.824481507513634,0.792645879782953,0.749593396546997,0.788650957440433,0.767497865018462,0.793758014111711,0.740867024650934,0.779956306116103,0.764117619708031,0.766177067710469,0.733957696570209,0.772363778910377,0.767557700812824,0.772970459774768,0.75505996647663,0.753739297361037,0.767741845124152
0,0.0490361249861504,0.161192973238581,0.144711778098679,0.206344860836907,0.170391914059415,0.187797220263946,0.191262194708375,0.190087551439894,0.148484676831692,0.167658964812352,0.206521074720553,0.146982914724647,0.173405870705672,0.158557643522941,0.188638536680227,0.225545416047147,0.187268452973776,0.156115893715475,0.200435712622775,0.186448016119253,0.144543792163615,0.177119772914296
