"churn","p_o_1","u_1_1","u_1_2","u_1_3","u_1_4","u_1_5","u_1_6","u_1_7","u_1_8","u_1_9","u_1_10","u_1_11","u_1_12","u_1_13","u_1_14","u_1_15","u_1_16","u_1_17","u_1_18","u_1_19","u_1_20","p_1"
0,0.0488587008488665,0.099260195750777,0.106099843411664,0.103464188840673,0.0803406055341196,0.134650345803377,0.123177109661871,0.102815206277566,0.121534285667019,0.108520556419975,0.128735942769407,0.106352834415346,0.099783661625562,0.0920333765274025,0.126599681690092,0.114458732424433,0.122772108160447,0.100690355825547,0.0978707038867631,0.129600152616995,0.126163365850628,0.111246162657983
0,0.095104949297039,0.277576522112767,0.244904562265675,0.260871065370152,0.241638135486688,0.232779090195544,0.223618707661291,0.212300058221106,0.249225740278443,0.209660835205071,0.241356121583548,0.240612027258979,0.258232762736204,0.243715628581103,0.228668597075594,0.217911082179035,0.251688322855372,0.214321533768676,0.300116439194169,0.221835452993072,0.222355591054535,0.239669413803851
1,0.408383528147178,0.642132959740177,0.694716741353096,0.664456928476326,0.665405829562163,0.676883773286263,0.687117223269777,0.702229926293254,0.678905125089545,0.647466590761497,0.709383845558955,0.723994331883803,0.669035917314939,0.696051517791116,0.64197213489936,0.60815438971147,0.57796001617316,0.702929180489055,0.659562042772499,0.690600772076699,0.675494005094818,0.670722662579899
0,0.00584989968265039,0.0163133189593647,0.0172423380784431,0.0148290309891178,0.0167561704936816,0.017384335960799,0.0140133928682622,0.0139373634442872,0.0140091351739752,0.0205679288167218,0.0148002754132617,0.0120606647986303,0.016623997063968,0.0126503235630764,0.0171409166491617,0.0191493549257981,0.0179596674033508,0.0127513499469993,0.0162706916704437,0.0166760680738983,0.0192357767037603,0.01601860504985
0,0.15273212342742,0.359676211212653,0.322724084844871,0.355242567888883,0.320963872119193,0.31674347681655,0.337445118349924,0.29521391555612,0.346652605756818,0.321119262582704,0.339906857729435,0.308444281232142,0.321234980209239,0.354406585014795,0.329031447922904,0.331185254411525,0.351879723164437,0.28742598001469,0.373242323306831,0.300500089340474,0.34479050531105,0.330891457139262
1,0.0529102099456941,0.13782504732902,0.156165648341258,0.145038492368994,0.143722309585704,0.14355700480675,0.138480504010014,0.22345046109258,0.233703930197011,0.138678933509283,0.192132083489302,0.186641849345349,0.168645003945903,0.195306480369249,0.153325946547431,0.160855152443829,0.10832993941165,0.160174623381978,0.159779593233143,0.123527975995635,0.158419437733532,0.161388020856881
1,0.749177901588193,0.869706638816508,0.900767945909126,0.86660100252181,0.874504951519661,0.886265034401958,0.885445404939314,0.870625464022891,0.884350355927912,0.900717797629262,0.908934645280941,0.860040012164242,0.84555273822032,0.897053721269206,0.877877429449565,0.87733023550896,0.897486654458022,0.912894084017763,0.842827772213448,0.919179182519525,0.873861369642912,0.882601122021667
0,0.314742799644809,0.580425624642169,0.554550203087686,0.560057653115674,0.549618834938703,0.593826516641589,0.588542992335548,0.583005720557503,0.494809285389787,0.539280644364658,0.548548669213079,0.58058831572193,0.549396846252741,0.534932070105829,0.485495732716228,0.593220072358904,0.527067220842015,0.577295798393928,0.531451040624275,0.547632927867074,0.561466763740556,0.554060646645494
1,0.441573027749407,0.7125966848961,0.686992107811268,0.695102533114166,0.710649634334158,0.67968819267432,0.676326755757324,0.684869427858192,0.623806535842152,0.698149576670538,0.633746911660452,0.621644344145819,0.686644302265778,0.701807376638006,0.617925181995058,0.687406602831677,0.681579712149209,0.682507155538254,0.688812976398992,0.672360267010239,0.67965199201628,0.676113413580399
0,0.0490361249861504,0.127343940492961,0.137169221850551,0.134317289177233,0.128597480361212,0.130549483067369,0.125582019284264,0.119545759133765,0.147573372900472,0.121894786081224,0.113908249152337,0.111735894187526,0.12420888792836,0.144831521766656,0.134023123637661,0.131823058561102,0.132338084103566,0.122808503890265,0.170350211295642,0.106368212484878,0.146032862686402,0.130550098102172
0,0.0184189868353748,0.063709755653258,0.0698033157992241,0.0551334355110972,0.0409415084449203,0.0604718141730768,0.0529515490044251,0.0819892492261785,0.0564505494312581,0.0349416830864444,0.057997080147914,0.0702655139799327,0.0554963985992812,0.0514598900036213,0.0363473324755776,0.0577022266207757,0.038968451807579,0.0564202501807307,0.0469546236468438,0.043173190082558,0.0520623725088894,0.0541620095191793
0,0.355357930139646,0.59303426844175,0.59662135530944,0.611455326480248,0.607311554409443,0.603226650953536,0.653243499705975,0.60151449313453,0.574615306056769,0.600205059521089,0.636166571915076,0.600863266555761,0.607350560955985,0.575421969746038,0.624044688710364,0.584819309046133,0.561846288910521,0.608741452022402,0.552688798100726,0.608928247619191,0.593590302649428,0.59978444851222
0,0.247924114427731,0.479575777076357,0.467313585752202,0.506289117290715,0.42641066481176,0.516020851467433,0.564000585151424,0.45649683642111,0.410740848803343,0.47744750118146,0.523004450305114,0.477113790729607,0.482455054875208,0.436563716273102,0.500488021934639,0.442603947303397,0.460905617673567,0.445047097381328,0.42218648293042,0.46422258004899,0.529304298115164,0.474409541276317
1,0.568792786117584,0.796802635255398,0.76865118692093,0.813769705263802,0.809165662040804,0.745709790449592,0.791113205246821,0.734093354524882,0.753049423352473,0.779469406927252,0.72797124272221,0.767036390643318,0.785333912313892,0.721963913875927,0.792876951360777,0.761873716164756,0.792278566057524,0.766645812633397,0.786091957252503,0.775659650659843,0.750484954158702,0.77100207189124
1,0.49803725361782,0.755680198965647,0.73549555377696,0.747437116464501,0.750198516055249,0.734503855893823,0.723308174339083,0.740861987435395,0.658886299506482,0.729680313345756,0.692069601112595,0.699209734046074,0.729825805802653,0.735978221693371,0.665039003341492,0.71833403991671,0.724766120030146,0.724371766427959,0.73481192380914,0.725521848466638,0.701387880841736,0.721368398063571
0,0.275296769257714,0.511328358271073,0.530556633576578,0.51870739658839,0.43163649377912,0.507337678582185,0.51352384081783,0.466101213467763,0.569472286741785,0.481672954016468,0.531887205781636,0.501046696070515,0.494185318236373,0.457067590592339,0.5634313416154,0.474660860334748,0.509536069878511,0.515092674761361,0.497829141181369,0.52126212880972,0.551112796992129,0.507372434004765
