"churn","p_o_1","u_1_1","u_1_2","u_1_3","u_1_4","u_1_5","u_1_6","u_1_7","u_1_8","u_1_9","u_1_10","u_1_11","u_1_12","u_1_13","u_1_14","u_1_15","u_1_16","u_1_17","u_1_18","u_1_19","u_1_20","p_1"
0,0.609239093677175,0.86032331497618,0.871800860715549,0.878778210314131,0.833127636154995,0.794463487255096,0.841012964378179,0.85338278830995,0.840324399041199,0.865546024724154,0.862775055591515,0.874618466634553,0.900755138712541,0.909083391644403,0.8177259149521,0.844117588392547,0.899756923450968,0.863138448184349,0.91697003539653,0.888349480544329,0.894343150300921,0.865519663983709
0,0.0466870551335492,0.206627982539344,0.16029965975519,0.210043990055478,0.155262401605035,0.193575203568195,0.203495655190853,0.195081573772468,0.193644707675445,0.220330479485674,0.165513740456754,0.141668879894984,0.141518412805242,0.138341816820433,0.160554051829985,0.204927128371959,0.154298400285439,0.237909569195646,0.143294134084582,0.155774771985824,0.16190160998648,0.17720320846825
1,0.301082030675836,0.621266212381054,0.648665819795797,0.682942351256005,0.613857127391386,0.679508179474375,0.703890722741436,0.608316233355372,0.639303052237592,0.565020443380063,0.663215715619468,0.681544347517108,0.707137813648065,0.67898051639406,0.617853755447095,0.592846708241287,0.60886339686178,0.667492703601021,0.649117261841609,0.666968356759997,0.657574598093856,0.647718265801921
1,0.793102801106051,0.938196773061059,0.93886757471379,0.921527471200577,0.927134061987201,0.920167137133738,0.923782551469567,0.935686692242299,0.930959954365872,0.946798883992538,0.941107467220687,0.944932985571517,0.928733418683135,0.929205554287071,0.933890450215666,0.949191305631828,0.933064659070988,0.91334253473613,0.932889417559436,0.916815632163121,0.938016074420406,0.932215529986331
1,0.620659790466606,0.858967347633957,0.859100942728374,0.806337111506305,0.874782818430206,0.821692418468925,0.857661631894069,0.848833680573006,0.870564696628723,0.87797733793938,0.867987290602022,0.904627853661113,0.87166457200997,0.848031169703431,0.860267436816959,0.845728307836611,0.864278839245873,0.850371810789146,0.871341630688176,0.838100778484384,0.890752328692976,0.85945350021668
0,0.00959481490681618,0.0524135864198052,0.0475076698786565,0.0745624376422514,0.0473469338247225,0.0656267160798799,0.053492801402828,0.0557396871984232,0.0469110758040881,0.0460157850231674,0.0437844118566089,0.0306093550834274,0.0426753402907993,0.0430172537058056,0.0456662268831801,0.0646244724971493,0.0445241055610321,0.059543377530912,0.0480235995458038,0.0502745920758843,0.0330853982980346,0.049772241330123
0,0.237471675788419,0.577558624636713,0.482429365131356,0.559789437459775,0.538381303577691,0.610399269998893,0.631082171561324,0.574315367115881,0.57483948671834,0.515316394632396,0.54146269750649,0.543238137562744,0.622560136128785,0.515087741708843,0.502107613068782,0.495462825138911,0.479579026234861,0.572078011812693,0.475882635992344,0.551376844497533,0.597379675419147,0.548016338295175
0,0.0264421810064159,0.0952916904219933,0.103320555424174,0.108956740665537,0.101590451413062,0.133161304906786,0.102405061485372,0.100911556552034,0.0986292333386088,0.0940469363470644,0.0943576929441633,0.0993356428510442,0.0930870701316277,0.105843684204336,0.106417922602454,0.0997257511442329,0.0889997289529349,0.105511848852424,0.086239348059698,0.12085080645002,0.0846535382875197,0.101166828251754
0,0.186168299307949,0.516054358037523,0.484372391402619,0.519233620623467,0.488277181071123,0.498302181771298,0.525836597834828,0.532948413628502,0.519404954855015,0.601507745899287,0.462992807256688,0.514576078849448,0.500360647307028,0.45031345178952,0.467003088193099,0.514898661614105,0.550213824531144,0.548962662728173,0.461352089883618,0.467230041478962,0.417051214942377,0.502044600684891
1,0.401166223950444,0.728146839687515,0.764011133225328,0.720442961298405,0.709611017125416,0.747886972577387,0.750875228300539,0.752138941294889,0.749016434403975,0.752747810406509,0.764000589764283,0.786374566233358,0.765105604479791,0.738827827373868,0.770353647603277,0.740787800692872,0.752441713448822,0.707512534977829,0.756381423061421,0.708537874671355,0.731490480409875,0.744834570051836
