"id","under_rate","test_auc","test_acc","test_sens","test_spec","test_Top10Lift","test_Top20Lift","test_Top30Lift","test_Top40Lift","test_Top50Lift","train_auc","train_acc","train_sens","train_spec","train_Top10Lift","train_Top20Lift","train_Top30Lift","train_Top40Lift","train_Top50Lift"
"p_o_1",0.5,0.845596044267011,0.803469852104664,0.573752711496746,0.885119506553585,2.85411531256163,2.58823765036482,1.91359569118517,1.43519676838888,1.14750542299349,0.848216880415225,0.805460750853242,0.895289996107435,0.561774023231257,2.85191873860036,2.52975754775847,1.87311206041407,1.40483404531055,1.12386723624844
"u_1_1",0.5,0.845057507981876,0.742320819112628,0.797180043383948,0.722821896684657,2.89752391047131,2.58281157562611,2.22107325971209,1.96966513015184,1.5943600867679,0.846850988740338,0.753412969283277,0.73491630984819,0.803590285110876,2.82023075261592,2.50863222376884,2.22520079357461,1.98049912402803,1.60763715561102
"u_1_2",0.5,0.845840225315551,0.741751990898749,0.806941431670282,0.71858134155744,2.91922820942615,2.57195942614869,2.23916017550779,1.96152601804378,1.61388286334056,0.847584287189924,0.74971558589306,0.727131179447256,0.810982048574446,2.79910542862628,2.49278823077662,2.23224256823782,1.98313978952674,1.62242488240376
"u_1_3",0.5,0.845213466083079,0.744596131968146,0.804772234273319,0.723207401696222,2.8432631630842,2.56653335140998,2.22469064287123,1.96695209278249,1.60954446854664,0.846817283318328,0.75,0.728688205527443,0.807814149947202,2.86248140059518,2.49278823077662,2.20055458225337,1.98049912402803,1.61608728520687
"u_1_4",0.5,0.844168588616806,0.741467576791809,0.806941431670282,0.718195836545875,2.8432631630842,2.56110727667127,2.22469064287123,1.96423905541313,1.61388286334056,0.847207772963564,0.750853242320819,0.728688205527443,0.810982048574446,2.82023075261592,2.49806956177402,2.23928434290103,1.98049912402803,1.62242488240376
"u_1_5",0.5,0.844663222487402,0.740898748577929,0.806941431670282,0.717424826522745,2.88667176099389,2.57195942614869,2.20660372707553,1.97780424225991,1.61388286334056,0.846104536955324,0.746302616609784,0.722849357726742,0.809926082365364,2.83079341461073,2.50863222376884,2.23928434290103,1.97785845852933,1.6203123500048
"u_1_6",0.5,0.843852073113826,0.741183162684869,0.796095444685466,0.721665381649961,2.82155886412936,2.56653335140998,2.23192540918951,1.95881298067442,1.59219088937093,0.845855034624107,0.74971558589306,0.728298949007396,0.807814149947202,2.79910542862628,2.50335089277143,2.221679906243,1.98578045502544,1.61608728520687
"u_1_7",0.5,0.845630748080411,0.74061433447099,0.809110629067245,0.716268311488049,2.90837605994873,2.5773855008874,2.22830802603037,1.96152601804378,1.61822125813449,0.846184690093034,0.749431171786121,0.726352666407162,0.812038014783527,2.79910542862628,2.51391355476625,2.221679906243,1.98049912402803,1.62453741480273
"u_1_8",0.5,0.843627543622275,0.744880546075085,0.79826464208243,0.725905936777178,2.81070671465194,2.58823765036482,2.22469064287123,1.95609994330507,1.59652928416486,0.846368014705434,0.751422070534699,0.730245231607629,0.808870116156283,2.86248140059518,2.47166290678698,2.24632611756424,1.97785845852933,1.61819981760584
"u_1_9",0.5,0.845443849229914,0.742036405005688,0.79175704989154,0.724363916730917,2.91922820942615,2.57195942614869,2.21383849339381,1.95338690593571,1.58351409978308,0.846942240004813,0.751706484641638,0.735694822888283,0.795142555438226,2.83079341461073,2.48750689977921,2.23576345556942,1.97257712753192,1.59073689641931
