"id","under_rate","test_auc","test_acc","test_sens","test_spec","test_Top10Lift","test_Top20Lift","test_Top30Lift","test_Top40Lift","test_Top50Lift","train_auc","train_acc","train_sens","train_spec","train_Top10Lift","train_Top20Lift","train_Top30Lift","train_Top40Lift","train_Top50Lift"
"p_o_1",0.5,0.845596044267011,0.803469852104664,0.573752711496746,0.885119506553585,2.85411531256163,2.58823765036482,1.91359569118517,1.43519676838888,1.14750542299349,0.848216880415225,0.805460750853242,0.895289996107435,0.561774023231257,2.85191873860036,2.52975754775847,1.87311206041407,1.40483404531055,1.12386723624844
"u_1_1",0.5,0.844277299357595,0.745164960182025,0.799349240780911,0.725905936777178,2.83241101360678,2.62079409879708,2.22469064287123,1.96695209278249,1.59869848156182,0.847188454002165,0.74971558589306,0.728298949007396,0.807814149947202,2.83079341461073,2.50863222376884,2.24280523023263,1.98842112052414,1.61608728520687
"u_1_2",0.5,0.843579041907148,0.741751990898749,0.800433839479393,0.720894371626831,2.8432631630842,2.53397690297772,2.23192540918951,1.95067386856636,1.60086767895879,0.846782344771114,0.750853242320819,0.728688205527443,0.810982048574446,2.79910542862628,2.51919488576366,2.21815901891139,1.97521779303062,1.62242488240376
"u_1_3",0.5,0.844978483635682,0.739761092150171,0.799349240780911,0.71858134155744,2.85411531256163,2.57195942614869,2.24277755866693,1.95338690593571,1.59869848156182,0.846215929264654,0.750853242320819,0.728688205527443,0.810982048574446,2.85191873860036,2.48750689977921,2.23928434290103,1.98578045502544,1.62242488240376
"u_1_4",0.5,0.844876462786637,0.743742889647326,0.796095444685466,0.725134926754048,2.86496746203905,2.58823765036482,2.21745587655295,1.96152601804378,1.59219088937093,0.845952862556275,0.754266211604096,0.733359283768003,0.810982048574446,2.79910542862628,2.4822255687818,2.23224256823782,1.98842112052414,1.62242488240376
"u_1_5",0.5,0.845878274074821,0.74032992036405,0.790672451193059,0.722436391673092,2.93008035890357,2.59908979984224,2.22469064287123,1.95067386856636,1.58134490238612,0.846378701790459,0.754550625711035,0.73374854028805,0.810982048574446,2.89416938657963,2.46638157578957,2.23224256823782,1.99898378251896,1.62242488240376
"u_1_6",0.5,0.845456810895157,0.733219567690557,0.792841648590022,0.712027756360833,2.88667176099389,2.59908979984224,2.23192540918951,1.95609994330507,1.58568329718004,0.846257855521303,0.745449374288965,0.723238614246789,0.805702217529039,2.89416938657963,2.51919488576366,2.23224256823782,1.97257712753192,1.61186222040895
"u_1_7",0.5,0.845232281403609,0.740898748577929,0.79826464208243,0.720508866615266,2.8432631630842,2.60451587458095,2.22469064287123,1.96423905541313,1.59652928416486,0.847122687325073,0.749431171786121,0.727520435967302,0.808870116156283,2.83079341461073,2.5508828717481,2.24280523023263,1.98049912402803,1.61819981760584
"u_1_8",0.5,0.845818901285629,0.740898748577929,0.804772234273319,0.718195836545875,2.87581961151647,2.57195942614869,2.21745587655295,1.95338690593571,1.60954446854664,0.846652044542129,0.749431171786121,0.724795640326976,0.816261879619852,2.86248140059518,2.50335089277143,2.20407546958497,1.98313978952674,1.63298754439858
"u_1_9",0.5,0.844961758906339,0.74061433447099,0.806941431670282,0.71703932151118,2.90837605994873,2.55025512719385,2.22469064287123,1.98323031699862,1.61388286334056,0.845821329202092,0.747440273037543,0.720903075126508,0.819429778247096,2.76741744264184,2.50335089277143,2.21815901891139,1.98578045502544,1.63932514159547
