"id","under_rate","test_auc","test_acc","test_sens","test_spec","test_Top10Lift","test_Top20Lift","test_Top30Lift","test_Top40Lift","test_Top50Lift","train_auc","train_acc","train_sens","train_spec","train_Top10Lift","train_Top20Lift","train_Top30Lift","train_Top40Lift","train_Top50Lift"
"p_o_1",0.5,0.845596044267011,0.803469852104664,0.573752711496746,0.885119506553585,2.85411531256163,2.58823765036482,1.91359569118517,1.43519676838888,1.14750542299349,0.848216880415225,0.805460750853242,0.895289996107435,0.561774023231257,2.85191873860036,2.52975754775847,1.87311206041407,1.40483404531055,1.12386723624844
"u_1_1",0.5,0.84682029445559,0.742036405005688,0.800433839479393,0.721279876638396,2.90837605994873,2.58823765036482,2.21745587655295,1.95338690593571,1.60086767895879,0.846744939973518,0.752275312855518,0.729855975087583,0.813093980992608,2.86248140059518,2.52447621676106,2.21463813157979,1.98049912402803,1.62664994720169
"u_1_2",0.5,0.845001480138546,0.736632536973834,0.802603036876356,0.713184271395528,2.90837605994873,2.57195942614869,2.22830802603037,1.98051727962926,1.60520607375271,0.845457146227687,0.745733788395904,0.720513818606462,0.81414994720169,2.8096680906211,2.48750689977921,2.21463813157979,1.99106178602285,1.62876247960065
"u_1_3",0.5,0.840887196717928,0.74032992036405,0.800433839479393,0.718966846569005,2.82155886412936,2.53397690297772,2.20298634391639,1.95338690593571,1.60086767895879,0.846522566396605,0.747155858930603,0.724017127286882,0.809926082365364,2.78854276663147,2.48750689977921,2.221679906243,1.98313978952674,1.6203123500048
"u_1_4",0.5,0.846027542284296,0.749146757679181,0.800433839479393,0.730917501927525,2.82155886412936,2.60451587458095,2.21745587655295,1.98051727962926,1.60086767895879,0.846752338724701,0.754550625711035,0.735694822888283,0.805702217529039,2.8096680906211,2.52447621676106,2.221679906243,1.99106178602285,1.61186222040895
"u_1_5",0.5,0.84535144510024,0.74004550625711,0.804772234273319,0.71703932151118,2.89752391047131,2.58281157562611,2.22469064287123,1.96423905541313,1.60954446854664,0.846388977833739,0.749146757679181,0.727909692487349,0.80675818373812,2.8096680906211,2.50335089277143,2.21815901891139,1.98313978952674,1.61397475280791
"u_1_6",0.5,0.844452909015806,0.74061433447099,0.810195227765727,0.715882806476484,2.82155886412936,2.55568120193256,2.22469064287123,1.95881298067442,1.62039045553145,0.845907236924046,0.748009101251422,0.724017127286882,0.813093980992608,2.82023075261592,2.52975754775847,2.20759635691658,1.97785845852933,1.62664994720169
"u_1_7",0.5,0.844353814994386,0.742320819112628,0.800433839479393,0.721665381649961,2.77815026621968,2.53940297771643,2.23554279234865,1.96423905541313,1.60086767895879,0.846596142866592,0.75,0.729855975087583,0.804646251319958,2.82023075261592,2.51391355476625,2.23224256823782,1.97785845852933,1.60974968800998
"u_1_8",0.5,0.844408588483013,0.737770193401593,0.803687635574837,0.714340786430224,2.81070671465194,2.55568120193256,2.21383849339381,1.96152601804378,1.60737527114967,0.847309300271328,0.745164960182025,0.719346049046321,0.815205913410771,2.86248140059518,2.51919488576366,2.23928434290103,1.98313978952674,1.63087501199962
"u_1_9",0.5,0.846258343549354,0.738339021615472,0.816702819956616,0.710485736314572,2.8432631630842,2.58823765036482,2.23554279234865,1.97509120489055,1.63340563991323,0.84676508101838,0.740898748577929,0.713896457765668,0.81414994720169,2.87304406259,2.52975754775847,2.20407546958497,1.96729579653451,1.62876247960065
"u_1_10",0.5,0.844246358608293,0.739476678043231,0.808026030368764,0.715111796453354,2.90837605994873,2.53397690297772,2.22830802603037,1.96966513015184,1.61605206073753,0.845788856905282,0.744596131968146,0.724406383806929,0.799366420274551,2.82023075261592,2.50863222376884,2.221679906243,1.96465513103581,1.59918702601517
"u_1_11",0.5,0.843963292564026,0.743742889647326,0.792841648590022,0.726291441788743,2.81070671465194,2.56110727667127,2.19213419443897,1.96966513015184,1.58568329718004,0.84729450276899,0.751990898748578,0.732970027247956,0.803590285110876,2.85191873860036,2.51391355476625,2.23928434290103,1.97785845852933,1.60763715561102
"u_1_12",0.5,0.844702525601379,0.74061433447099,0.818872017353579,0.712798766383963,2.81070671465194,2.57195942614869,2.23554279234865,1.96695209278249,1.63774403470716,0.846194555094595,0.741183162684869,0.716231996885948,0.808870116156283,2.78854276663147,2.5508828717481,2.21463813157979,1.98313978952674,1.61819981760584
"u_1_13",0.5,0.844875626550165,0.740898748577929,0.793926247288503,0.722050886661527,2.90837605994873,2.5773855008874,2.20660372707553,1.95881298067442,1.58785249457701,0.847330674441383,0.749146757679181,0.727131179447256,0.808870116156283,2.83079341461073,2.50863222376884,2.23576345556942,1.98313978952674,1.61819981760584
"u_1_14",0.5,0.844207055494315,0.74032992036405,0.802603036876356,0.718195836545875,2.85411531256163,2.57195942614869,2.21383849339381,1.96695209278249,1.60520607375271,0.847197085878533,0.745164960182025,0.722070844686649,0.807814149947202,2.84135607660555,2.52975754775847,2.23576345556942,1.97521779303062,1.61608728520687
"u_1_15",0.5,0.842739042375444,0.736916951080774,0.799349240780911,0.714726291441789,2.86496746203905,2.55025512719385,2.21022111023467,1.94524779382765,1.59869848156182,0.846770424560893,0.748293515358362,0.724017127286882,0.81414994720169,2.83079341461073,2.47694423778439,2.24632611756424,1.97521779303062,1.62876247960065
"u_1_16",0.5,0.84469709006434,0.738339021615472,0.792841648590022,0.718966846569005,2.93008035890357,2.5773855008874,2.21383849339381,1.95338690593571,1.58568329718004,0.846802485815989,0.750853242320819,0.731802257687816,0.802534318901795,2.86248140059518,2.47166290678698,2.22872168090621,1.97785845852933,1.60552462321206
"u_1_17",0.5,0.842833537096288,0.747724687144482,0.780911062906725,0.735929067077872,2.82155886412936,2.55568120193256,2.20660372707553,1.95338690593571,1.56182212581345,0.846567780987097,0.754266211604096,0.73725184896847,0.800422386483633,2.79910542862628,2.52447621676106,2.21815901891139,1.98049912402803,1.60129955841413
"u_1_18",0.5,0.846453604764537,0.742320819112628,0.803687635574837,0.720508866615266,2.85411531256163,2.59366372510353,2.22830802603037,1.98323031699862,1.60737527114967,0.846537363898946,0.749146757679181,0.726352666407162,0.810982048574446,2.8096680906211,2.52447621676106,2.20407546958497,1.98313978952674,1.62242488240376
"u_1_19",0.5,0.844341689565609,0.741467576791809,0.795010845986985,0.722436391673092,2.87581961151647,2.55568120193256,2.21745587655295,1.95338690593571,1.59002169197397,0.846871951868656,0.750853242320819,0.729077462047489,0.809926082365364,2.84135607660555,2.48750689977921,2.22872168090621,1.97521779303062,1.6203123500048
"u_1_20",0.5,0.843212770334342,0.739192263936291,0.800433839479393,0.717424826522745,2.7890024156971,2.59366372510353,2.21022111023467,1.95067386856636,1.60086767895879,0.846746995182175,0.748862343572241,0.723238614246789,0.818373812038015,2.8096680906211,2.49806956177402,2.20407546958497,1.99106178602285,1.63721260919651
"p_1",0.5,0.845614859587533,0.742889647326507,0.8058568329718,0.720508866615266,2.8432631630842,2.57195942614869,2.22107325971209,1.95881298067442,1.6117136659436,0.847801317224336,0.749146757679181,0.728298949007396,0.805702217529039,2.86248140059518,2.51919488576366,2.22520079357461,1.99106178602285,1.61186222040895
