"id","under_rate","test_auc","test_acc","test_sens","test_spec","test_Top10Lift","test_Top20Lift","test_Top30Lift","test_Top40Lift","test_Top50Lift","train_auc","train_acc","train_sens","train_spec","train_Top10Lift","train_Top20Lift","train_Top30Lift","train_Top40Lift","train_Top50Lift"
"p_o_1",0.4,0.845596044267011,0.803469852104664,0.573752711496746,0.885119506553585,2.85411531256163,2.58823765036482,1.91359569118517,1.43519676838888,1.14750542299349,0.848216880415225,0.805460750853242,0.895289996107435,0.561774023231257,2.85191873860036,2.52975754775847,1.87311206041407,1.40483404531055,1.12386723624844
"u_1_1",0.4,0.843862526069667,0.697952218430034,0.872017353579176,0.636083269082498,2.82155886412936,2.5773855008874,2.25001232498521,1.96695209278249,1.74403470715835,0.844780982578814,0.701365187713311,0.635266640716232,0.880675818373812,2.79910542862628,2.47166290678698,2.21815901891139,1.97785845852933,1.75340189113948
"u_1_2",0.4,0.844444128532886,0.688850967007964,0.891540130151844,0.616808018504241,2.88667176099389,2.55568120193256,2.22107325971209,1.96966513015184,1.75704989154013,0.845118447840664,0.696245733788396,0.626702997275204,0.884899683210137,2.73572945665739,2.48750689977921,2.23576345556942,1.96993646203321,1.76185202073534
"u_1_3",0.4,0.839523295039272,0.694823663253697,0.890455531453362,0.625289128758674,2.71303736935516,2.5231247535003,2.18851681127983,1.96152601804378,1.76138828633406,0.844574228587704,0.698805460750853,0.625924484235111,0.896515311510032,2.75685478064702,2.48750689977921,2.20055458225337,1.98049912402803,1.77030215033119
"u_1_4",0.4,0.84561987700634,0.693970420932878,0.88177874186551,0.6272166538165,2.8432631630842,2.55025512719385,2.25001232498521,1.97509120489055,1.75704989154013,0.845185036601214,0.694254835039818,0.624367458154924,0.883843717001056,2.79910542862628,2.49278823077662,2.23224256823782,1.98049912402803,1.7407266967457
"u_1_5",0.4,0.842325105323981,0.698805460750853,0.867678958785249,0.638781804163454,2.83241101360678,2.52855082823901,2.19213419443897,1.94524779382765,1.7353579175705,0.844372818139108,0.699089874857793,0.634098871156092,0.875395987328406,2.79910542862628,2.49278823077662,2.20759635691658,1.96729579653451,1.75128935874052
"u_1_6",0.4,0.843310610001053,0.707337883959044,0.867678958785249,0.650346954510409,2.8432631630842,2.55025512719385,2.19936896075725,1.96695209278249,1.7353579175705,0.846739596431,0.707337883959044,0.647722849357727,0.869060190073918,2.8096680906211,2.50863222376884,2.21111724424818,1.98313978952674,1.73861416434674
"u_1_7",0.4,0.843944895361714,0.693117178612059,0.887201735357918,0.624132613723978,2.87581961151647,2.55568120193256,2.25001232498521,1.93710868171958,1.75488069414317,0.845658967718018,0.704493742889647,0.637602179836512,0.885955649419219,2.82023075261592,2.43469358980513,2.22872168090621,1.97521779303062,1.76607708553326
"u_1_8",0.4,0.84103061127213,0.699943117178612,0.878524945770065,0.636468774094063,2.74559381778742,2.51227260402288,2.20298634391639,1.95067386856636,1.75704989154013,0.845449336434786,0.697667804323094,0.629038536395485,0.883843717001056,2.83079341461073,2.45581891379476,2.221679906243,1.9593738000384,1.74917682634156
"u_1_9",0.4,0.844192421356136,0.691410693970421,0.877440347071583,0.625289128758674,2.79985456517452,2.56653335140998,2.21745587655295,1.96966513015184,1.74837310195228,0.846035070902643,0.698236632536974,0.629038536395485,0.885955649419219,2.85191873860036,2.50863222376884,2.22872168090621,1.98049912402803,1.75973948833637
