"id","under_rate","test_auc","test_acc","test_sens","test_spec","test_Top10Lift","test_Top20Lift","test_Top30Lift","test_Top40Lift","test_Top50Lift","train_auc","train_acc","train_sens","train_spec","train_Top10Lift","train_Top20Lift","train_Top30Lift","train_Top40Lift","train_Top50Lift"
"p_o_1",0.5,0.845596044267011,0.803469852104664,0.573752711496746,0.885119506553585,2.85411531256163,2.58823765036482,1.91359569118517,1.43519676838888,1.14750542299349,0.848216880415225,0.805460750853242,0.895289996107435,0.561774023231257,2.85191873860036,2.52975754775847,1.87311206041407,1.40483404531055,1.12386723624844
"u_1_1",0.5,0.842138206473466,0.738054607508532,0.797180043383948,0.71703932151118,2.86496746203905,2.56653335140998,2.22107325971209,1.947960831197,1.5943600867679,0.846918810626079,0.74971558589306,0.727131179447256,0.810982048574446,2.79910542862628,2.4822255687818,2.22872168090621,1.98578045502544,1.62242488240376
"u_1_2",0.5,0.843755487801812,0.745164960182025,0.793926247288503,0.727833461835004,2.83241101360678,2.57195942614869,2.20298634391639,1.96152601804378,1.58785249457701,0.847019926892116,0.753128555176337,0.734527053328143,0.803590285110876,2.85191873860036,2.54032020975329,2.22520079357461,1.98049912402803,1.60763715561102
"u_1_3",0.5,0.844515208632629,0.742036405005688,0.800433839479393,0.721279876638396,2.90837605994873,2.55025512719385,2.21745587655295,1.95609994330507,1.60086767895879,0.846718222260955,0.751990898748578,0.732191514207863,0.805702217529039,2.8096680906211,2.51391355476625,2.22872168090621,1.98842112052414,1.61186222040895
"u_1_4",0.5,0.844143919641024,0.741751990898749,0.803687635574837,0.719737856592136,2.79985456517452,2.57195942614869,2.22830802603037,1.95609994330507,1.60737527114967,0.846530376189503,0.74971558589306,0.727909692487349,0.808870116156283,2.85191873860036,2.53503887875588,2.23576345556942,1.97785845852933,1.61819981760584
"u_1_5",0.5,0.842361899728562,0.738339021615472,0.804772234273319,0.714726291441789,2.8432631630842,2.52855082823901,2.19936896075725,1.95067386856636,1.60954446854664,0.846007531106613,0.741183162684869,0.717010509926041,0.80675818373812,2.86248140059518,2.4822255687818,2.23224256823782,1.97521779303062,1.61397475280791
"u_1_6",0.5,0.844349215693823,0.742889647326507,0.811279826464208,0.71858134155744,2.85411531256163,2.56653335140998,2.21745587655295,1.9723781675212,1.62255965292842,0.84610248174667,0.744027303754266,0.720903075126508,0.80675818373812,2.76741744264184,2.50335089277143,2.23576345556942,1.96729579653451,1.61397475280791
"u_1_7",0.5,0.841483433319338,0.734072810011377,0.815618221258134,0.70508866615266,2.79985456517452,2.51227260402288,2.20298634391639,1.96152601804378,1.63123644251627,0.845289030159358,0.74004550625711,0.712728688205527,0.81414994720169,2.86248140059518,2.47166290678698,2.221679906243,1.98578045502544,1.62876247960065
"u_1_8",0.5,0.844388518807793,0.743458475540387,0.792841648590022,0.725905936777178,2.82155886412936,2.55568120193256,2.21383849339381,1.96695209278249,1.58568329718004,0.846536541815486,0.752559726962457,0.73258077072791,0.80675818373812,2.77798010463665,2.53503887875588,2.21111724424818,1.98842112052414,1.61397475280791
"u_1_9",0.5,0.844223780223675,0.740898748577929,0.814533622559653,0.714726291441789,2.83241101360678,2.56110727667127,2.22469064287123,1.96152601804378,1.62906724511931,0.847146116703789,0.743458475540387,0.718956792526275,0.809926082365364,2.8096680906211,2.52447621676106,2.24632611756424,1.97785845852933,1.6203123500048
"u_1_10",0.5,0.844093745452968,0.741467576791809,0.808026030368764,0.71781033153431,2.8432631630842,2.57195942614869,2.22469064287123,1.96423905541313,1.61605206073753,0.847206950880103,0.745733788395904,0.722070844686649,0.809926082365364,2.89416938657963,2.52447621676106,2.22520079357461,1.98842112052414,1.6203123500048
"u_1_11",0.5,0.84512440689928,0.742320819112628,0.810195227765727,0.718195836545875,2.86496746203905,2.56653335140998,2.23192540918951,1.97780424225991,1.62039045553145,0.847285459850888,0.748293515358362,0.723238614246789,0.816261879619852,2.79910542862628,2.52975754775847,2.20407546958497,1.99370245152155,1.63298754439858
"u_1_12",0.5,0.845724824683021,0.741751990898749,0.808026030368764,0.718195836545875,2.85411531256163,2.55568120193256,2.23916017550779,1.96152601804378,1.61605206073753,0.846885927287546,0.746871444823663,0.724406383806929,0.807814149947202,2.85191873860036,2.5456015407507,2.21463813157979,1.98578045502544,1.61608728520687
"u_1_13",0.5,0.843308101291646,0.744027303754266,0.803687635574837,0.722821896684657,2.8432631630842,2.53940297771643,2.22107325971209,1.96423905541313,1.60737527114967,0.846491738266708,0.747724687144482,0.728688205527443,0.799366420274551,2.78854276663147,2.49278823077662,2.25336789222745,1.96993646203321,1.59918702601517
"u_1_14",0.5,0.843883850099603,0.747724687144482,0.801518438177874,0.728604471858134,2.87581961151647,2.56653335140998,2.22107325971209,1.96966513015184,1.60303687635575,0.845668832719568,0.753697383390216,0.737641105488517,0.797254487856389,2.86248140059518,2.50335089277143,2.19703369492176,1.98313978952674,1.59496196121724
"u_1_15",0.5,0.84227200430829,0.74004550625711,0.8058568329718,0.716653816499614,2.89752391047131,2.54482905245514,2.19936896075725,1.96966513015184,1.6117136659436,0.846095494037232,0.746871444823663,0.724406383806929,0.807814149947202,2.85191873860036,2.47166290678698,2.21463813157979,1.97785845852933,1.61608728520687
"u_1_16",0.5,0.846176392375524,0.738339021615472,0.797180043383948,0.717424826522745,2.86496746203905,2.59908979984224,2.23916017550779,1.97509120489055,1.5943600867679,0.847363146738201,0.748009101251422,0.728298949007396,0.801478352692714,2.84135607660555,2.5508828717481,2.22872168090621,1.98049912402803,1.60341209081309
"u_1_17",0.5,0.844357159940252,0.738623435722412,0.809110629067245,0.713569776407093,2.81070671465194,2.56653335140998,2.22469064287123,1.96695209278249,1.61822125813449,0.846956626465418,0.746871444823663,0.722070844686649,0.81414994720169,2.79910542862628,2.51919488576366,2.21111724424818,1.98842112052414,1.62876247960065
"u_1_18",0.5,0.842206359745583,0.74032992036405,0.81236442516269,0.714726291441789,2.7890024156971,2.51769867876159,2.22469064287123,1.96695209278249,1.62472885032538,0.846261143855145,0.746018202502844,0.721681588166602,0.812038014783527,2.87304406259,2.48750689977921,2.20055458225337,1.98842112052414,1.62453741480273
"u_1_19",0.5,0.84353806632024,0.743174061433447,0.79826464208243,0.723592906707787,2.8432631630842,2.56653335140998,2.20298634391639,1.96152601804378,1.59652928416486,0.847201196295856,0.75,0.727131179447256,0.812038014783527,2.84135607660555,2.49806956177402,2.23224256823782,1.98049912402803,1.62453741480273
"u_1_20",0.5,0.845849423916694,0.745449374288965,0.811279826464208,0.722050886661527,2.85411531256163,2.58823765036482,2.22469064287123,1.97780424225991,1.62255965292842,0.846885927287539,0.74971558589306,0.725963409887116,0.81414994720169,2.83079341461073,2.51391355476625,2.23224256823782,1.98578045502544,1.62876247960065
"p_1",0.5,0.84519423264433,0.745164960182025,0.809110629067245,0.722436391673092,2.8432631630842,2.5773855008874,2.23192540918951,1.9723781675212,1.61822125813449,0.847956690998972,0.747724687144482,0.724795640326976,0.809926082365364,2.83079341461073,2.49806956177402,2.23224256823782,1.98842112052414,1.6203123500048
