"churn","p_1"
0,0.825700667714874
0,0.0864346494791351
1,0.496120740508181
1,0.913689948139361
1,0.8385425885172
0,0.0231138344528175
0,0.372229041840222
0,0.0611903402238836
0,0.329117262677688
1,0.663070014405813
0,0.094017404645251
0,0.0350199419499327
0,0.768029265811763
1,0.858228142284807
0,0.123568302845843
1,0.390690049754023
1,0.669646321940009
0,0.854903970981435
0,0.369490602769828
0,0.621457914338307
0,0.06812712525243
1,0.799192033965
1,0.779062422639635
0,0.204183137300163
0,0.0357403199338977
0,0.586753243579279
0,0.746352787647035
0,0.0958422534261492
0,0.757490958777839
0,0.505962859818415
1,0.837902009074285
0,0.0511024090821706
0,0.0425205660169931
0,0.243521009193355
0,0.797684119146421
1,0.90380197274472
0,0.339610366832708
0,0.149612458147648
0,0.0378670207551617
0,0.0145266634942596
0,0.372108728934097
0,0.712013574782726
1,0.773936398533333
0,0.620654983588792
0,0.0296725317196975
0,0.857266828650527
0,0.187859145328172
0,0.0177999885715195
0,0.554549515431459
0,0.388008257894299
0,0.756352966950896
0,0.0519660559949015
0,0.516664624493667
0,0.203417423692273
0,0.0154809122910301
1,0.819625778602809
0,0.390753512142028
0,0.717633100112013
0,0.494181444256196
0,0.00435133699578894
1,0.498225943174537
0,0.0409067679770707
1,0.773905392642687
0,0.112496031918344
0,0.519505074376894
1,0.860957232833693
0,0.203820220605199
1,0.788189373604935
0,0.390182483958451
0,0.0220570371865475
1,0.617768933487769
1,0.86568726669861
0,0.0473036106275335
0,0.340952288200775
0,0.131848279722236
0,0.101777838841188
1,0.874221900109234
0,0.333026162079435
0,0.82623657988558
0,0.0688989789910946
0,0.0908825271028325
0,0.119434284255157
0,0.415847103982805
0,0.85180885503377
0,0.00820115899403659
1,0.37727831381524
0,0.142990769376486
1,0.90654835248825
1,0.41085694452067
0,0.250904550534887
1,0.692528694259003
0,0.0209531379858427
1,0.747193912143879
0,0.172604296306695
0,0.115385445661587
1,0.798031367260941
0,0.110215215064045
0,0.0682762735143925
0,0.6117850744461
0,0.659893675214561
0,0.120830154012443
0,0.684068979447258
0,0.391635656911482
0,0.317157693559578
1,0.833866882267373
0,0.204955546863776
0,0.812279881310876
0,0.00815534830870738
0,0.0723168088349489
0,0.344893358858126
0,0.0344973241894928
0,0.060432208774587
0,0.831838446811268
0,0.208018967337749
1,0.518754684433373
0,0.19286837283199
0,0.716085932897891
0,0.094170359015188
0,0.344083763678083
0,0.00798873083992831
0,0.795183257537748
0,0.136163712689938
0,0.207903250786902
1,0.554129402440825
1,0.764967361940968
0,0.161168120336564
0,0.0881721075580994
1,0.682996706338804
0,0.631141503138814
0,0.172393296023023
0,0.320814793974213
0,0.0509428782773979
1,0.734315473898592
0,0.81111087905641
1,0.760375904477124
1,0.790078069914724
1,0.755627418136328
0,0.451881731197601
0,0.757938209999427
0,0.566561893413004
1,0.689384300367338
0,0.57510253705786
0,0.588234841431055
1,0.778547666477484
1,0.546866677992597
0,0.198911415943204
0,0.341929961551528
0,0.0696137777651969
0,0.825601164150619
1,0.708522644343302
1,0.943278788115975
0,0.794432752936631
0,0.0509198880877083
0,0.551267899769578
0,0.0184701378281976
1,0.744989663562792
0,0.109661654016315
0,0.860294018114758
1,0.833886963565376
0,0.00807928183308963
0,0.0734801219190907
0,0.689530041937643
0,0.206063141393918
0,0.830439467038646
0,0.0428687848428312
0,0.237467383217552
1,0.0698376048230085
1,0.472317071130066
0,0.0789833959939767
0,0.728243585989259
0,0.314516218317647
0,0.117074686189622
0,0.908014047127236
0,0.170998209208109
0,0.188456734850712
0,0.9115999808563
1,0.702369497578534
1,0.847633674166218
0,0.638918278902627
0,0.274993445006996
1,0.391811686137886
0,0.340581052460768
0,0.0491278654368976
0,0.0348032504678494
0,0.443988315182385
0,0.752095239795139
0,0.0386116979873928
0,0.32999491404427
1,0.600495332534152
0,0.689594145417959
0,0.550669534529627
0,0.278740701093965
0,0.857247546820645
0,0.0652490714443754
1,0.569211370806942
0,0.0841867615752955
0,0.0719051870381013
0,0.0317934687178424
0,0.0803308663467036
0,0.00789398152595001
0,0.170802858766463
0,0.687643398496418
1,0.856470021406285
0,0.0785503468124061
0,0.587496896946957
0,0.137552057703768
0,0.0515670790722272
1,0.681426955617394
