"churn","p_1"
0,0.809813110053793
0,0.384058171572876
0,0.0102440533376775
0,0.112526604122436
0,0.218817761323822
0,0.603316659822679
0,0.128582310602434
0,0.223292040116276
0,0.196141732381409
0,0.149824077497198
0,0.297931043190368
0,0.01903426283144
0,0.577549514613348
0,0.226589750871109
0,0.402541979285606
0,0.0455146223013275
0,0.130767390135201
0,0.0295931142678492
0,0.084729837686497
0,0.379051246846675
0,0.0109822218544302
0,0.180012572909535
0,0.333998942826839
0,0.0115960770774593
0,0.506096281499439
0,0.360044886653307
0,0.229880465991106
0,0.661921886971905
0,0.46681553287279
0,0.0974786148671752
0,0.0701605476186107
0,0.575934376669438
0,0.0062466829072237
0,0.133254961214114
0,0.812321597240856
0,0.130324129922435
0,0.042274578785519
0,0.355481901502299
0,0.577549514613348
0,0.141054771263702
0,0.0451483317728919
0,0.599278270686964
0,0.22804793210163
0,0.674240077278393
0,0.0086716548616207
0,0.193276950862469
0,0.0109822218544302
0,0.202393647671129
0,0.325764342014413
0,0.0116593110672639
0,0.194148504232086
0,0.152677658083031
0,0.615017166939151
0,0.5405229339971
0,0.514111694558763
0,0.110413468557109
0,0.35997521783402
0,0.506363753712382
0,0.0127984674500737
0,0.376283934151327
0,0.617426598683885
0,0.104197978435179
0,0.302518226896012
0,0.0566543988434262
0,0.0703357744438565
0,0.089321918171234
0,0.339609868835005
0,0.0162763039633936
0,0.584747455104887
0,0.262190520638113
0,0.0587722734716646
0,0.917712153541959
0,0.0115866662472385
0,0.0128369600110033
0,0.619406906475176
0,0.629548662856264
0,0.00889639545351335
0,0.100831986845363
0,0.0427103549297335
0,0.044871917625847
0,0.260835472302285
0,0.850759407411457
0,0.0576390445927547
0,0.017244529294531
0,0.861890060602016
0,0.368465937397462
0,0.0501383625384498
0,0.147356563015127
0,0.0218129556378104
0,0.057207686594054
0,0.73460830643004
0,0.531741872702936
0,0.763584402411296
0,0.801156118912241
0,0.161008371596645
0,0.378957880187278
0,0.322505306191892
0,0.524662870014443
0,0.175054828140562
0,0.0165251117668178
0,0.350170754950794
0,0.234346101774971
0,0.413698351288103
0,0.545633935824199
0,0.594295326578801
0,0.075322654756162
0,0.848764401076823
0,0.00952669169790459
0,0.607881407742407
0,0.433951724026792
0,0.275646747573677
0,0.00743848453210209
0,0.202393647671129
0,0.0103179246575259
0,0.00816725841802785
0,0.849244644071508
0,0.0107710475693462
0,0.364971326252389
0,0.485234023468139
0,0.0364348069137508
0,0.429902607545394
0,0.571575531563281
0,0.664946017939209
0,0.386580017515861
0,0.400310615708074
0,0.19302412970564
0,0.128020197771284
0,0.703807366080741
0,0.154470370653455
0,0.0451483317728919
0,0.0332777778177618
0,0.0137208471686351
0,0.423539528183173
0,0.0472495693099959
0,0.438723076242508
0,0.79475767088209
0,0.238175573350715
0,0.506096281499439
0,0.315223359643481
0,0.486904400912497
0,0.140780957218782
0,0.789331111611682
0,0.238175573350715
0,0.234290985480987
0,0.51904862025282
0,0.335771605329676
0,0.274883087828768
0,0.55942409951195
0,0.621360580403293
0,0.461661113101526
0,0.185549917663446
0,0.157511658138348
0,0.0463960823346804
0,0.0293780483357163
0,0.0191234095607646
0,0.087522068332331
0,0.849465894848255
0,0.939111220503482
0,0.720953684966773
0,0.175501099729317
0,0.488387450189779
0,0.561476626908022
0,0.177284563526325
0,0.542124167627294
0,0.0762997649862453
0,0.267087835860821
0,0.0165251117668178
0,0.0962247688946289
0,0.0255448509775885
0,0.0117503448174606
0,0.0210239129557586
0,0.0125971903593209
0,0.366550075774487
0,0.856577579038106
0,0.140875905005346
0,0.661857145143517
0,0.021470352009083
0,0.423378764786623
0,0.458752097751343
0,0.114925527579293
0,0.593032354711428
0,0.0167953414723872
0,0.247730016862599
0,0.136068610012352
0,0.382896451566682
0,0.568656658320349
0,0.179203054416911
0,0.0758075254550288
0,0.611035641032641
0,0.734477934678303
0,0.178524467162756
0,0.0630465994514333
0,0.400652457799405
0,0.706385621845915
0,0.430878048041634
0,0.0439804526998768
0,0.22547311359935
0,0.014886251774906
0,0.0158163326190128
0,0.893104732841833
0,0.327797951992391
0,0.175501099729317
0,0.0479488956568096
0,0.657950635078557
0,0.0926961809166627
0,0.384842325867989
0,0.129444622212138
0,0.855817090323256
0,0.0357868994303972
0,0.771842315567721
0,0.115955845728143
0,0.00878335016106489
0,0.0987836504681554
0,0.130324129922435
0,0.0364348069137508
0,0.35244115086187
0,0.121917032885131
0,0.297931043190368
0,0.046452228619401
0,0.297931043190368
0,0.741536471264923
0,0.533622783676762
0,0.0821393124001947
0,0.833043244451991
0,0.418903427216482
0,0.671346596201562
0,0.26339202823787
0,0.0778743839398281
0,0.244943671912238
0,0.38572812537246
0,0.708100587386535
0,0.702840344168225
0,0.0986642344989771
0,0.0301629611643433
0,0.0253966927544262
0,0.607689701643811
0,0.114904681865676
0,0.572573152621961
0,0.0495296048817186
0,0.450384646010633
0,0.0751077319219131
0,0.0255448509775885
0,0.862553227630235
0,0.0171061438598499
0,0.209883959857055
0,0.0137513844994149
0,0.117187594444542
0,0.0313995532223591
0,0.0357868994303972
0,0.185960215980047
0,0.0235648257270875
0,0.0732408719299416
0,0.0500238391119774
0,0.295949298822949
0,0.853907039869458
0,0.158169749256426
0,0.567723802912643
0,0.061084742946507
0,0.266419112398234
0,0.18113079715524
0,0.45328814154411
0,0.140327024439132
0,0.0339177222513937
0,0.455182205778461
0,0.0500046840661435
0,0.106652465141567
0,0.262998536284403
0,0.0379668241798333
0,0.51904862025282
0,0.356683217772731
0,0.433705438146556
0,0.0421239552853176
0,0.0439482135507934
0,0.0587722734716646
0,0.153163640817941
0,0.542124167627294
0,0.615017166939151
0,0.0339177222513937
0,0.444539004310742
0,0.0385648334261061
0,0.22547311359935
0,0.812046371948137
0,0.011677510137865
0,0.48686328782271
0,0.578060540416968
0,0.121524109606791
0,0.0746397473621957
0,0.773759387606207
0,0.214035564849782
0,0.508200627086529
0,0.00940453742212728
0,0.244303488046375
0,0.38013747119444
0,0.0243186148536371
0,0.590370253712551
0,0.685341683643562
0,0.492621195118459
0,0.26306610776121
0,0.0120929583305619
0,0.632602962769291
0,0.380186693681249
0,0.741536471264923
0,0.133256167448699
0,0.324939912719254
0,0.0513427863172391
0,0.421996721293454
0,0.584728556600798
0,0.110996523147068
0,0.657980626059423
0,0.0362441126444711
0,0.746400671626015
0,0.412219563428633
0,0.362123915882683
0,0.804046266047031
0,0.0192475739461352
0,0.147356563015127
0,0.0253966927544262
0,0.0188187960977373
0,0.252412212608615
0,0.0255131072855516
0,0.828285502875061
0,0.253891963470352
0,0.109926401051909
0,0.258424243507772
0,0.521215735675924
0,0.17373372445429
0,0.163714053596252
0,0.754814728081203
0,0.0315580475333445
0,0.00861881221574566
0,0.873748602818702
0,0.0471006129215505
0,0.681533903094073
0,0.35244115086187
0,0.0720415108770424
0,0.0476961360722475
0,0.0263142555684426
0,0.0199557629475212
0,0.659244478147656
0,0.0600677265724891
0,0.20122403276565
0,0.588354388142819
0,0.64453020970544
0,0.22804793210163
0,0.0147778965994519
0,0.0509515731595998
0,0.715113311615929
0,0.0103179246575259
0,0.226977857974735
0,0.148505151203939
0,0.0867291772772745
0,0.0124086263605741
0,0.384208487218031
0,0.249003749781026
0,0.0557415239762614
0,0.493944334745009
0,0.165230972480997
0,0.296080218336713
0,0.46207013392071
0,0.0549604485356529
0,0.17741106396447
0,0.238570778688096
0,0.686251904410536
0,0.22804793210163
0,0.0182780311894595
0,0.0111724825968001
0,0.59612562087285
0,0.208327898122588
0,0.0395300414833701
0,0.450762181648826
0,0.0423475662846874
0,0.0596037037080477
0,0.118505270713763
0,0.238727698579384
0,0.632602962769291
0,0.655538896679768
0,0.0233776340211609
0,0.0252068532655853
0,0.593443484528095
0,0.344576422665819
0,0.333197145911126
0,0.754841730427663
0,0.0402659280229822
0,0.365056370552252
